"Mach","Pressure","Points:0","Points:1","Points:2"
2.9296,23665,1.32,0,0
2.9413,23249,1.33,0,0
2.953,22832,1.34,0,0
2.9646,22436,1.35,0,0
2.9762,22041,1.36,0,0
2.9876,21664,1.37,0,0
2.999,21287,1.38,0,0
3.0103,20928,1.39,0,0
3.0216,20570,1.4,0,0
3.0328,20228,1.41,0,0
3.0439,19887,1.42,0,0
3.0549,19562,1.43,0,0
3.0659,19237,1.44,0,0
3.0768,18926,1.45,0,0
3.0876,18616,1.46,0,0
3.0984,18321,1.47,0,0
3.1091,18025,1.48,0,0
3.1197,17742,1.49,0,0
3.1303,17460,1.5,0,0
3.1408,17190,1.51,0,0
3.1512,16920,1.52,0,0
3.1616,16663,1.53,0,0
3.1719,16405,1.54,0,0
3.1821,16159,1.55,0,0
3.1923,15913,1.56,0,0
3.2024,15678,1.57,0,0
3.2125,15442,1.58,0,0
3.2224,15218,1.59,0,0
3.2324,14993,1.6,0,0
3.2422,14778,1.61,0,0
3.252,14563,1.62,0,0
3.2617,14357,1.63,0,0
3.2714,14152,1.64,0,0
3.2809,13955,1.65,0,0
3.2904,13759,1.66,0,0
3.2998,13571,1.67,0,0
3.3092,13383,1.68,0,0
3.3185,13204,1.69,0,0
3.3277,13024,1.7,0,0
3.3368,12853,1.71,0,0
3.3459,12682,1.72,0,0
3.3549,12518,1.73,0,0
3.3638,12354,1.74,0,0
3.3726,12198,1.75,0,0
3.3813,12042,1.76,0,0
3.3899,11894,1.77,0,0
3.3985,11745,1.78,0,0
3.4069,11603,1.79,0,0
3.4153,11462,1.8,0,0
3.4235,11327,1.81,0,0
3.4317,11193,1.82,0,0
3.4396,11065,1.83,0,0
3.4476,10938,1.84,0,0
3.4553,10817,1.85,0,0
3.463,10697,1.86,0,0
3.4704,10583,1.87,0,0
3.4779,10470,1.88,0,0
3.485,10364,1.89,0,0
3.4921,10257,1.9,0,0
3.4989,10159,1.91,0,0
3.5057,10060,1.92,0,0
3.5121,9968.9,1.93,0,0
3.5185,9877.9,1.94,0,0
3.4482,10335,1.95,0,0
3.3778,10791,1.96,0,0
2.0682,48572,1.97,0,0
0.75854,86352,1.98,0,0
0.56193,1.112e+05,1.99,0,0
0.36532,1.3605e+05,2,0,0
0.32653,1.403e+05,2.01,0,0
0.28773,1.4456e+05,2.02,0,0
0.25325,1.4647e+05,2.03,0,0
0.21876,1.4837e+05,2.04,0,0
0.18331,1.4977e+05,2.05,0,0
0.14787,1.5117e+05,2.06,0,0
0.11321,1.5208e+05,2.07,0,0
0.078551,1.53e+05,2.08,0,0
0.045961,1.5347e+05,2.09,0,0
0.01337,1.5395e+05,2.1,0,0
0.033764,1.5408e+05,2.11,0,0
0.054159,1.542e+05,2.12,0,0
0.084494,1.5406e+05,2.13,0,0
0.11483,1.5392e+05,2.14,0,0
0.14236,1.5364e+05,2.15,0,0
0.1699,1.5335e+05,2.16,0,0
0.19325,1.5306e+05,2.17,0,0
0.2166,1.5276e+05,2.18,0,0
0.23507,1.5256e+05,2.19,0,0
0.25353,1.5236e+05,2.2,0,0
0.26693,1.5234e+05,2.21,0,0
0.28033,1.5233e+05,2.22,0,0
0.28897,1.5254e+05,2.23,0,0
0.29761,1.5274e+05,2.24,0,0
0.302,1.5319e+05,2.25,0,0
0.30638,1.5364e+05,2.26,0,0
0.30709,1.5431e+05,2.27,0,0
0.3078,1.5499e+05,2.28,0,0
0.30539,1.5586e+05,2.29,0,0
0.30298,1.5673e+05,2.3,0,0
0.29796,1.5776e+05,2.31,0,0
0.29295,1.5879e+05,2.32,0,0
0.28581,1.5994e+05,2.33,0,0
0.27866,1.611e+05,2.34,0,0
0.26979,1.6234e+05,2.35,0,0
0.26091,1.6357e+05,2.36,0,0
0.25063,1.6486e+05,2.37,0,0
0.24034,1.6615e+05,2.38,0,0
0.22898,1.6745e+05,2.39,0,0
0.21762,1.6876e+05,2.4,0,0
0.20547,1.7006e+05,2.41,0,0
0.19333,1.7135e+05,2.42,0,0
0.18059,1.7262e+05,2.43,0,0
0.16786,1.7388e+05,2.44,0,0
0.15467,1.751e+05,2.45,0,0
0.14149,1.7632e+05,2.46,0,0
0.12798,1.7746e+05,2.47,0,0
0.11448,1.7861e+05,2.48,0,0
0.10076,1.7968e+05,2.49,0,0
0.087045,1.8076e+05,2.5,0,0
0.073202,1.8174e+05,2.51,0,0
0.059358,1.8272e+05,2.52,0,0
0.045445,1.8361e+05,2.53,0,0
0.031532,1.845e+05,2.54,0,0
0.018097,1.8529e+05,2.55,0,0
0.0046623,1.8608e+05,2.56,0,0
0.014776,1.8676e+05,2.57,0,0
0.024889,1.8745e+05,2.58,0,0
0.038785,1.8803e+05,2.59,0,0
0.05268,1.8861e+05,2.6,0,0
0.066506,1.8909e+05,2.61,0,0
0.080331,1.8957e+05,2.62,0,0
0.094034,1.8994e+05,2.63,0,0
0.10774,1.9031e+05,2.64,0,0
0.1213,1.9059e+05,2.65,0,0
0.13486,1.9086e+05,2.66,0,0
0.14828,1.9104e+05,2.67,0,0
0.16169,1.9122e+05,2.68,0,0
0.17496,1.913e+05,2.69,0,0
0.18822,1.9139e+05,2.7,0,0
0.20139,1.9138e+05,2.71,0,0
0.21455,1.9138e+05,2.72,0,0
0.22767,1.9129e+05,2.73,0,0
0.2408,1.912e+05,2.74,0,0
0.25402,1.9103e+05,2.75,0,0
0.26725,1.9086e+05,2.76,0,0
0.28066,1.906e+05,2.77,0,0
0.29407,1.9033e+05,2.78,0,0
0.30757,1.8997e+05,2.79,0,0
0.32107,1.8961e+05,2.8,0,0
0.33464,1.8915e+05,2.81,0,0
0.3482,1.8869e+05,2.82,0,0
0.36184,1.8814e+05,2.83,0,0
0.37548,1.8758e+05,2.84,0,0
0.38923,1.8691e+05,2.85,0,0
0.40299,1.8625e+05,2.86,0,0
0.4169,1.8548e+05,2.87,0,0
0.43081,1.8471e+05,2.88,0,0
0.44491,1.8382e+05,2.89,0,0
0.45902,1.8293e+05,2.9,0,0
0.47337,1.8193e+05,2.91,0,0
0.48771,1.8092e+05,2.92,0,0
0.50231,1.798e+05,2.93,0,0
0.51692,1.7867e+05,2.94,0,0
0.53181,1.7742e+05,2.95,0,0
0.54669,1.7617e+05,2.96,0,0
0.56186,1.7479e+05,2.97,0,0
0.57703,1.7342e+05,2.98,0,0
0.59247,1.7193e+05,2.99,0,0
0.60791,1.7043e+05,3,0,0
0.62362,1.6883e+05,3.01,0,0
0.63933,1.6722e+05,3.02,0,0
0.65527,1.6551e+05,3.03,0,0
0.67122,1.6379e+05,3.04,0,0
0.68737,1.6199e+05,3.05,0,0
0.70353,1.6018e+05,3.06,0,0
0.71986,1.5829e+05,3.07,0,0
0.73618,1.564e+05,3.08,0,0
0.75265,1.5444e+05,3.09,0,0
0.76911,1.5248e+05,3.1,0,0
0.78571,1.5046e+05,3.11,0,0
0.8023,1.4844e+05,3.12,0,0
0.81906,1.4637e+05,3.13,0,0
0.83581,1.443e+05,3.14,0,0
0.8523,1.4226e+05,3.15,0,0
0.86878,1.4022e+05,3.16,0,0
0.88522,1.3817e+05,3.17,0,0
0.90166,1.3612e+05,3.18,0,0
0.91811,1.3406e+05,3.19,0,0
0.93456,1.32e+05,3.2,0,0
0.95097,1.2994e+05,3.21,0,0
0.96738,1.2787e+05,3.22,0,0
0.9837,1.2582e+05,3.23,0,0
1,1.2377e+05,3.24,0,0
1.0162,1.2175e+05,3.25,0,0
1.0324,1.1973e+05,3.26,0,0
1.0484,1.1774e+05,3.27,0,0
1.0645,1.1574e+05,3.28,0,0
1.0803,1.1379e+05,3.29,0,0
1.0962,1.1184e+05,3.3,0,0
1.1119,1.0994e+05,3.31,0,0
1.1276,1.0803e+05,3.32,0,0
1.1431,1.0618e+05,3.33,0,0
1.1586,1.0432e+05,3.34,0,0
1.1739,1.0251e+05,3.35,0,0
1.1893,1.007e+05,3.36,0,0
1.2045,98937,3.37,0,0
1.2198,97171,3.38,0,0
1.2349,95455,3.39,0,0
1.25,93739,3.4,0,0
1.2648,92104,3.41,0,0
1.2795,90470,3.42,0,0
1.2938,88917,3.43,0,0
1.3081,87363,3.44,0,0
1.322,85883,3.45,0,0
1.336,84402,3.46,0,0
1.3496,82985,3.47,0,0
1.3633,81567,3.48,0,0
1.3767,80207,3.49,0,0
1.3901,78847,3.5,0,0
1.4033,77541,3.51,0,0
1.4164,76236,3.52,0,0
1.4294,74985,3.53,0,0
1.4423,73734,3.54,0,0
1.4549,72537,3.55,0,0
1.4676,71340,3.56,0,0
1.48,70196,3.57,0,0
1.4923,69052,3.58,0,0
1.5044,67962,3.59,0,0
1.5165,66871,3.6,0,0
1.5283,65833,3.61,0,0
1.5401,64795,3.62,0,0
1.5516,63808,3.63,0,0
1.5631,62822,3.64,0,0
1.5743,61886,3.65,0,0
1.5855,60951,3.66,0,0
1.5963,60064,3.67,0,0
1.6072,59177,3.68,0,0
1.6177,58337,3.69,0,0
1.6283,57497,3.7,0,0
1.6385,56702,3.71,0,0
1.6487,55907,3.72,0,0
1.6586,55155,3.73,0,0
1.6686,54403,3.74,0,0
1.6781,53692,3.75,0,0
1.6877,52981,3.76,0,0
1.697,52310,3.77,0,0
1.7063,51638,3.78,0,0
1.7153,51005,3.79,0,0
1.7242,50371,3.8,0,0
1.7329,49775,3.81,0,0
1.7415,49178,3.82,0,0
1.7498,48617,3.83,0,0
1.7581,48056,3.84,0,0
1.7661,47529,3.85,0,0
1.774,47003,3.86,0,0
1.7817,46512,3.87,0,0
1.7893,46021,3.88,0,0
1.7965,45564,3.89,0,0
1.8037,45108,3.9,0,0
1.8105,44686,3.91,0,0
1.8173,44264,3.92,0,0
1.8238,43876,3.93,0,0
1.8302,43488,3.94,0,0
1.8361,43134,3.95,0,0
1.8421,42780,3.96,0,0
1.8476,42460,3.97,0,0
1.8532,42140,3.98,0,0
1.8582,41855,3.99,0,0
1.8633,41569,4,0,0
1.8678,41318,4.01,0,0
1.8724,41067,4.02,0,0
1.8764,40852,4.03,0,0
1.8804,40637,4.04,0,0
1.8838,40459,4.05,0,0
1.8873,40281,4.06,0,0
1.8901,40141,4.07,0,0
1.8929,40002,4.08,0,0
1.8951,39903,4.09,0,0
1.8973,39804,4.1,0,0
1.8988,39748,4.11,0,0
1.9002,39692,4.12,0,0
1.9009,39682,4.13,0,0
1.9016,39673,4.14,0,0
1.9015,39713,4.15,0,0
1.9014,39753,4.16,0,0
1.9004,39848,4.17,0,0
1.8994,39942,4.18,0,0
1.8975,40097,4.19,0,0
1.8955,40251,4.2,0,0
1.8925,40471,4.21,0,0
1.8895,40691,4.22,0,0
1.8853,40985,4.23,0,0
1.8812,41278,4.24,0,0
1.8758,41654,4.25,0,0
1.8705,42029,4.26,0,0
1.8638,42496,4.27,0,0
1.8571,42963,4.28,0,0
1.8491,43532,4.29,0,0
1.841,44102,4.3,0,0
1.8315,44785,4.31,0,0
1.822,45469,4.32,0,0
1.8109,46282,4.33,0,0
1.7999,47095,4.34,0,0
1.7873,48049,4.35,0,0
1.7746,49004,4.36,0,0
1.7605,50113,4.37,0,0
1.7463,51222,4.38,0,0
1.7307,52495,4.39,0,0
1.715,53768,4.4,0,0
1.698,55216,4.41,0,0
1.681,56664,4.42,0,0
1.6627,58293,4.43,0,0
1.6445,59922,4.44,0,0
1.6251,61736,4.45,0,0
1.6058,63550,4.46,0,0
1.5857,65544,4.47,0,0
1.5655,67538,4.48,0,0
1.5448,69700,4.49,0,0
1.5241,71862,4.5,0,0
1.5032,74170,4.51,0,0
1.4824,76477,4.52,0,0
1.4616,78900,4.53,0,0
1.4408,81323,4.54,0,0
1.4204,83829,4.55,0,0
1.4001,86336,4.56,0,0
1.3803,88895,4.57,0,0
1.3605,91454,4.58,0,0
1.3415,94040,4.59,0,0
1.3225,96626,4.6,0,0
1.3042,99220,4.61,0,0
1.286,1.0181e+05,4.62,0,0
1.2685,1.0441e+05,4.63,0,0
1.2511,1.07e+05,4.64,0,0
1.2342,1.096e+05,4.65,0,0
1.2174,1.1219e+05,4.66,0,0
1.2017,1.1471e+05,4.67,0,0
1.1859,1.1722e+05,4.68,0,0
1.1716,1.1961e+05,4.69,0,0
1.1572,1.22e+05,4.7,0,0
1.1442,1.2424e+05,4.71,0,0
1.1312,1.2649e+05,4.72,0,0
1.1195,1.2857e+05,4.73,0,0
1.1078,1.3065e+05,4.74,0,0
1.0974,1.3257e+05,4.75,0,0
1.087,1.3449e+05,4.76,0,0
1.0776,1.3626e+05,4.77,0,0
1.0683,1.3803e+05,4.78,0,0
1.06,1.3965e+05,4.79,0,0
1.0517,1.4127e+05,4.8,0,0
1.0443,1.4276e+05,4.81,0,0
1.0368,1.4426e+05,4.82,0,0
1.0302,1.4562e+05,4.83,0,0
1.0236,1.4698e+05,4.84,0,0
1.0178,1.4822e+05,4.85,0,0
1.012,1.4947e+05,4.86,0,0
1.0069,1.5059e+05,4.87,0,0
1.0019,1.5171e+05,4.88,0,0
0.9975,1.5271e+05,4.89,0,0
0.99313,1.5371e+05,4.9,0,0
0.98942,1.546e+05,4.91,0,0
0.98572,1.5549e+05,4.92,0,0
0.98263,1.5628e+05,4.93,0,0
0.97954,1.5706e+05,4.94,0,0
0.97703,1.5774e+05,4.95,0,0
0.97451,1.5842e+05,4.96,0,0
0.97253,1.5901e+05,4.97,0,0
0.97054,1.5959e+05,4.98,0,0
0.96905,1.6009e+05,4.99,0,0
0.96756,1.6058e+05,5,0,0
0.96653,1.6099e+05,5.01,0,0
0.9655,1.6141e+05,5.02,0,0
0.96488,1.6174e+05,5.03,0,0
0.96427,1.6207e+05,5.04,0,0
0.96403,1.6233e+05,5.05,0,0
0.9638,1.6259e+05,5.06,0,0
0.96391,1.6278e+05,5.07,0,0
0.96402,1.6298e+05,5.08,0,0
0.96444,1.6311e+05,5.09,0,0
0.96486,1.6324e+05,5.1,0,0
0.96555,1.6332e+05,5.11,0,0
0.96624,1.634e+05,5.12,0,0
0.96717,1.6344e+05,5.13,0,0
0.9681,1.6347e+05,5.14,0,0
0.96925,1.6346e+05,5.15,0,0
0.9704,1.6345e+05,5.16,0,0
0.97175,1.6339e+05,5.17,0,0
0.9731,1.6334e+05,5.18,0,0
0.97464,1.6325e+05,5.19,0,0
0.97618,1.6316e+05,5.2,0,0
0.97791,1.6303e+05,5.21,0,0
0.97964,1.6291e+05,5.22,0,0
0.98156,1.6274e+05,5.23,0,0
0.98347,1.6257e+05,5.24,0,0
0.98558,1.6237e+05,5.25,0,0
0.98769,1.6217e+05,5.26,0,0
0.98998,1.6192e+05,5.27,0,0
0.99227,1.6168e+05,5.28,0,0
0.99475,1.614e+05,5.29,0,0
0.99723,1.6112e+05,5.3,0,0
0.99988,1.6081e+05,5.31,0,0
1.0025,1.6049e+05,5.32,0,0
1.0054,1.6014e+05,5.33,0,0
1.0082,1.5979e+05,5.34,0,0
1.0112,1.5941e+05,5.35,0,0
1.0141,1.5903e+05,5.36,0,0
1.0173,1.5862e+05,5.37,0,0
1.0204,1.582e+05,5.38,0,0
1.0236,1.5776e+05,5.39,0,0
1.0269,1.5732e+05,5.4,0,0
1.0303,1.5686e+05,5.41,0,0
1.0337,1.5639e+05,5.42,0,0
1.0373,1.5589e+05,5.43,0,0
1.0409,1.5539e+05,5.44,0,0
1.0446,1.5485e+05,5.45,0,0
1.0484,1.5432e+05,5.46,0,0
1.0523,1.5374e+05,5.47,0,0
1.0563,1.5316e+05,5.48,0,0
1.0605,1.5254e+05,5.49,0,0
1.0648,1.5191e+05,5.5,0,0
1.0693,1.5123e+05,5.51,0,0
1.0738,1.5054e+05,5.52,0,0
1.0788,1.4979e+05,5.53,0,0
1.0837,1.4904e+05,5.54,0,0
1.089,1.4822e+05,5.55,0,0
1.0943,1.474e+05,5.56,0,0
1.1001,1.4649e+05,5.57,0,0
1.1059,1.4559e+05,5.58,0,0
1.1121,1.446e+05,5.59,0,0
1.1183,1.4361e+05,5.6,0,0
1.1251,1.4254e+05,5.61,0,0
1.1318,1.4147e+05,5.62,0,0
1.139,1.4032e+05,5.63,0,0
1.1462,1.3916e+05,5.64,0,0
1.1539,1.3794e+05,5.65,0,0
1.1616,1.3671e+05,5.66,0,0
1.1698,1.3541e+05,5.67,0,0
1.1779,1.3411e+05,5.68,0,0
1.1865,1.3275e+05,5.69,0,0
1.195,1.3139e+05,5.7,0,0
1.204,1.2998e+05,5.71,0,0
1.2129,1.2856e+05,5.72,0,0
1.2223,1.271e+05,5.73,0,0
1.2317,1.2563e+05,5.74,0,0
1.2414,1.2413e+05,5.75,0,0
1.2511,1.2263e+05,5.76,0,0
1.2611,1.2112e+05,5.77,0,0
1.271,1.196e+05,5.78,0,0
1.2811,1.1809e+05,5.79,0,0
1.2912,1.1657e+05,5.8,0,0
1.3013,1.1506e+05,5.81,0,0
1.3115,1.1355e+05,5.82,0,0
1.3218,1.1206e+05,5.83,0,0
1.332,1.1057e+05,5.84,0,0
1.3424,1.0909e+05,5.85,0,0
1.3527,1.0761e+05,5.86,0,0
1.3631,1.0615e+05,5.87,0,0
1.3735,1.0469e+05,5.88,0,0
1.3839,1.0326e+05,5.89,0,0
1.3943,1.0182e+05,5.9,0,0
1.4047,1.0041e+05,5.91,0,0
1.4152,99001,5.92,0,0
1.4256,97623,5.93,0,0
1.436,96245,5.94,0,0
1.4463,94902,5.95,0,0
1.4567,93559,5.96,0,0
1.467,92252,5.97,0,0
1.4772,90945,5.98,0,0
1.4875,89677,5.99,0,0
1.4977,88409,6,0,0
1.5077,87181,6.01,0,0
1.5178,85953,6.02,0,0
1.5278,84766,6.03,0,0
1.5378,83580,6.04,0,0
1.5476,82435,6.05,0,0
1.5575,81290,6.06,0,0
1.5672,80188,6.07,0,0
1.5769,79085,6.08,0,0
1.5864,78026,6.09,0,0
1.5959,76966,6.1,0,0
1.6053,75949,6.11,0,0
1.6146,74933,6.12,0,0
1.6238,73959,6.13,0,0
1.633,72986,6.14,0,0
1.6419,72055,6.15,0,0
1.6509,71124,6.16,0,0
1.6596,70235,6.17,0,0
1.6684,69347,6.18,0,0
1.6769,68500,6.19,0,0
1.6854,67653,6.2,0,0
1.6937,66847,6.21,0,0
1.702,66042,6.22,0,0
1.7101,65276,6.23,0,0
1.7181,64510,6.24,0,0
1.7259,63783,6.25,0,0
1.7337,63056,6.26,0,0
1.7413,62367,6.27,0,0
1.7489,61678,6.28,0,0
1.7562,61025,6.29,0,0
1.7635,60372,6.3,0,0
1.7705,59755,6.31,0,0
1.7776,59137,6.32,0,0
1.7844,58555,6.33,0,0
1.7911,57972,6.34,0,0
1.7976,57424,6.35,0,0
1.8041,56877,6.36,0,0
1.8103,56364,6.37,0,0
1.8165,55850,6.38,0,0
1.8224,55371,6.39,0,0
1.8283,54892,6.4,0,0
1.8339,54447,6.41,0,0
1.8395,54002,6.42,0,0
1.8447,53591,6.43,0,0
1.85,53179,6.44,0,0
1.8549,52802,6.45,0,0
1.8597,52425,6.46,0,0
1.8643,52083,6.47,0,0
1.8688,51740,6.48,0,0
1.8729,51433,6.49,0,0
1.877,51126,6.5,0,0
1.8807,50856,6.51,0,0
1.8844,50585,6.52,0,0
1.8876,50352,6.53,0,0
1.8908,50119,6.54,0,0
1.8936,49924,6.55,0,0
1.8963,49729,6.56,0,0
1.8986,49575,6.57,0,0
1.9008,49421,6.58,0,0
1.9025,49308,6.59,0,0
1.9042,49196,6.6,0,0
1.9053,49128,6.61,0,0
1.9065,49060,6.62,0,0
1.9069,49039,6.63,0,0
1.9074,49018,6.64,0,0
1.9073,49047,6.65,0,0
1.9071,49075,6.66,0,0
1.9062,49158,6.67,0,0
1.9053,49241,6.68,0,0
1.9037,49381,6.69,0,0
1.902,49522,6.7,0,0
1.8996,49725,6.71,0,0
1.8971,49928,6.72,0,0
1.8938,50199,6.73,0,0
1.8905,50471,6.74,0,0
1.8863,50817,6.75,0,0
1.882,51162,6.76,0,0
1.8768,51589,6.77,0,0
1.8716,52016,6.78,0,0
1.8654,52532,6.79,0,0
1.8592,53048,6.8,0,0
1.8519,53660,6.81,0,0
1.8446,54272,6.82,0,0
1.8363,54988,6.83,0,0
1.8279,55704,6.84,0,0
1.8185,56532,6.85,0,0
1.809,57360,6.86,0,0
1.7985,58308,6.87,0,0
1.788,59255,6.88,0,0
1.7764,60326,6.89,0,0
1.7649,61397,6.9,0,0
1.7524,62592,6.91,0,0
1.7399,63788,6.92,0,0
1.7267,65107,6.93,0,0
1.7134,66427,6.94,0,0
1.6994,67869,6.95,0,0
1.6854,69311,6.96,0,0
1.6709,70869,6.97,0,0
1.6563,72428,6.98,0,0
1.6414,74094,6.99,0,0
1.6265,75760,7,0,0
1.6114,77521,7.01,0,0
1.5962,79282,7.02,0,0
1.5811,81121,7.03,0,0
1.5659,82960,7.04,0,0
1.5509,84858,7.05,0,0
1.5358,86756,7.06,0,0
1.5211,88694,7.07,0,0
1.5063,90631,7.08,0,0
1.492,92588,7.09,0,0
1.4777,94545,7.1,0,0
1.4638,96505,7.11,0,0
1.45,98464,7.12,0,0
1.4367,1.0041e+05,7.13,0,0
1.4234,1.0236e+05,7.14,0,0
1.4108,1.0427e+05,7.15,0,0
1.3981,1.0619e+05,7.16,0,0
1.3861,1.0807e+05,7.17,0,0
1.3741,1.0995e+05,7.18,0,0
1.3628,1.1178e+05,7.19,0,0
1.3514,1.1361e+05,7.2,0,0
1.3407,1.1538e+05,7.21,0,0
1.33,1.1715e+05,7.22,0,0
1.32,1.1886e+05,7.23,0,0
1.3099,1.2057e+05,7.24,0,0
1.3005,1.2221e+05,7.25,0,0
1.2912,1.2385e+05,7.26,0,0
1.2824,1.2542e+05,7.27,0,0
1.2737,1.2698e+05,7.28,0,0
1.2656,1.2846e+05,7.29,0,0
1.2574,1.2994e+05,7.3,0,0
1.25,1.3134e+05,7.31,0,0
1.2425,1.3273e+05,7.32,0,0
1.2357,1.3402e+05,7.33,0,0
1.2289,1.3532e+05,7.34,0,0
1.2228,1.3651e+05,7.35,0,0
1.2167,1.3769e+05,7.36,0,0
1.2114,1.3876e+05,7.37,0,0
1.206,1.3983e+05,7.38,0,0
1.2014,1.4077e+05,7.39,0,0
1.1967,1.4172e+05,7.4,0,0
1.1927,1.4256e+05,7.41,0,0
1.1886,1.434e+05,7.42,0,0
1.1851,1.4415e+05,7.43,0,0
1.1816,1.4489e+05,7.44,0,0
1.1786,1.4555e+05,7.45,0,0
1.1755,1.4621e+05,7.46,0,0
1.1728,1.4681e+05,7.47,0,0
1.1702,1.474e+05,7.48,0,0
1.1678,1.4794e+05,7.49,0,0
1.1654,1.4847e+05,7.5,0,0
1.1634,1.4895e+05,7.51,0,0
1.1613,1.4944e+05,7.52,0,0
1.1595,1.4987e+05,7.53,0,0
1.1576,1.5031e+05,7.54,0,0
1.1561,1.5069e+05,7.55,0,0
1.1545,1.5108e+05,7.56,0,0
1.1532,1.5141e+05,7.57,0,0
1.152,1.5174e+05,7.58,0,0
