"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","PT","Pressure","Pressure_Coefficient","Temperature","c","u","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.0528,5.7109e+05,1.3618,894.95,5.3104,0,3.455e+05,1.5039e+05,3.9991e+17,246.63,320.23,436.05,1,5.664,5.664,0,0
2.0351,5.667e+05,1.3706,891.55,5.4276,0,3.4386e+05,1.4856e+05,3.7759e+17,245.77,319.67,438.14,1,5.67,5.67,0,0
2.0172,5.6221e+05,1.3798,887.67,5.4802,0,3.4209e+05,1.4674e+05,3.5553e+17,244.87,319.08,440.21,1,5.676,5.676,0,0
1.9993,5.5772e+05,1.3889,883.78,5.5328,0,3.4032e+05,1.4493e+05,3.3348e+17,243.98,318.5,442.29,1,5.682,5.682,0,0
1.9814,5.5323e+05,1.398,879.89,5.5854,0,3.3855e+05,1.4311e+05,3.1142e+17,243.08,317.91,444.36,1,5.688,5.688,0,0
1.9635,5.4874e+05,1.4071,876,5.6381,0,3.3679e+05,1.413e+05,2.8936e+17,242.19,317.33,446.44,1,5.694,5.694,0,0
1.9456,5.4424e+05,1.4162,872.11,5.6907,0,3.3502e+05,1.3949e+05,2.673e+17,241.29,316.74,448.51,1,5.7,5.7,0,0
1.9276,5.3975e+05,1.4253,868.23,5.7433,0,3.3325e+05,1.3767e+05,2.4525e+17,240.4,316.16,450.58,1,5.706,5.706,0,0
1.9097,5.3526e+05,1.4345,864.34,5.796,0,3.3148e+05,1.3586e+05,2.2319e+17,239.5,315.57,452.66,1,5.712,5.712,0,0
1.8918,5.3072e+05,1.4439,860.08,5.8506,0,3.2961e+05,1.3407e+05,2.0148e+17,238.59,314.96,454.74,1,5.718,5.718,0,0
1.8737,5.2614e+05,1.4535,855.58,5.9064,0,3.2769e+05,1.323e+05,1.7998e+17,237.65,314.35,456.83,1,5.724,5.724,0,0
1.8557,5.2157e+05,1.463,851.09,5.9622,0,3.2577e+05,1.3053e+05,1.5848e+17,236.72,313.73,458.92,1,5.73,5.73,0,0
1.8377,5.1699e+05,1.4726,846.6,6.018,0,3.2384e+05,1.2877e+05,1.3698e+17,235.79,313.11,461,1,5.736,5.736,0,0
1.8196,5.1242e+05,1.4822,842.1,6.0738,0,3.2192e+05,1.27e+05,1.1548e+17,234.86,312.49,463.09,1,5.742,5.742,0,0
1.8016,5.0785e+05,1.4918,837.61,6.1296,0,3.2e+05,1.2523e+05,9.3981e+16,233.93,311.87,465.18,1,5.748,5.748,0,0
1.7836,5.0327e+05,1.5014,833.12,6.1854,0,3.1808e+05,1.2346e+05,7.2482e+16,233,311.26,467.27,1,5.754,5.754,0,0
1.7655,4.987e+05,1.5109,828.62,6.2412,0,3.1616e+05,1.2169e+05,5.0983e+16,232.07,310.64,469.35,1,5.76,5.76,0,0
1.7485,4.9432e+05,1.5205,823.92,6.2456,0,3.1422e+05,1.2007e+05,3.1221e+16,231.15,310.02,471.35,1,5.766,5.766,0,0
1.7315,4.8997e+05,1.5301,819.2,6.2465,0,3.1229e+05,1.1845e+05,1.1571e+16,230.24,309.4,473.35,1,5.772,5.772,0,0
1.7145,4.8561e+05,1.5397,814.48,6.2475,0,3.1035e+05,1.1684e+05,-8.0794e+15,229.32,308.78,475.35,1,5.778,5.778,0,0
1.6975,4.8125e+05,1.5493,809.76,6.2485,0,3.0842e+05,1.1522e+05,-2.7729e+16,228.4,308.16,477.34,1,5.784,5.784,0,0
1.6805,4.7689e+05,1.5588,805.04,6.2495,0,3.0649e+05,1.136e+05,-4.7379e+16,227.49,307.54,479.34,1,5.79,5.79,0,0
1.6635,4.7253e+05,1.5684,800.32,6.2504,0,3.0455e+05,1.1199e+05,-6.7029e+16,226.57,306.93,481.33,1,5.796,5.796,0,0
1.6465,4.6818e+05,1.578,795.6,6.2514,0,3.0262e+05,1.1037e+05,-8.6679e+16,225.65,306.31,483.33,1,5.802,5.802,0,0
1.6298,4.6388e+05,1.5876,790.85,6.2514,0,3.0069e+05,1.0879e+05,-1.0587e+17,224.74,305.69,485.3,1,5.808,5.808,0,0
1.6138,4.5976e+05,1.5972,786.01,6.2484,0,2.9877e+05,1.0732e+05,-1.2374e+17,223.84,305.07,487.22,1,5.814,5.814,0,0
1.5978,4.5563e+05,1.6068,781.18,6.2454,0,2.9686e+05,1.0585e+05,-1.4162e+17,222.94,304.46,489.15,1,5.82,5.82,0,0
1.5819,4.5151e+05,1.6165,776.34,6.2424,0,2.9494e+05,1.0438e+05,-1.5949e+17,222.04,303.84,491.07,1,5.826,5.826,0,0
1.5659,4.4739e+05,1.6261,771.51,6.2395,0,2.9302e+05,1.0291e+05,-1.7736e+17,221.15,303.23,492.99,1,5.832,5.832,0,0
1.5499,4.4327e+05,1.6357,766.67,6.2365,0,2.9111e+05,1.0144e+05,-1.9524e+17,220.25,302.61,494.91,1,5.838,5.838,0,0
1.534,4.3915e+05,1.6453,761.83,6.2335,0,2.8919e+05,99972,-2.1311e+17,219.35,302,496.83,1,5.844,5.844,0,0
1.518,4.3502e+05,1.655,757,6.2305,0,2.8727e+05,98502,-2.3098e+17,218.45,301.38,498.75,1,5.85,5.85,0,0
1.5033,4.3121e+05,1.6642,752.37,6.1943,0,2.8546e+05,97167,-2.4721e+17,217.6,300.79,500.56,1,5.856,5.856,0,0
1.4895,4.2763e+05,1.6732,747.9,6.1337,0,2.8373e+05,95930,-2.6225e+17,216.78,300.22,502.29,1,5.862,5.862,0,0
1.4757,4.2404e+05,1.6822,743.43,6.073,0,2.82e+05,94694,-2.7728e+17,215.96,299.65,504.02,1,5.868,5.868,0,0
1.4619,4.2045e+05,1.6912,738.95,6.0124,0,2.8027e+05,93457,-2.9231e+17,215.14,299.08,505.74,1,5.874,5.874,0,0
1.4481,4.1687e+05,1.7002,734.48,5.9518,0,2.7854e+05,92221,-3.0734e+17,214.32,298.51,507.47,1,5.88,5.88,0,0
1.4342,4.1328e+05,1.7092,730.01,5.8912,0,2.768e+05,90985,-3.2237e+17,213.5,297.94,509.2,1,5.886,5.886,0,0
1.4204,4.0969e+05,1.7182,725.53,5.8306,0,2.7507e+05,89748,-3.3741e+17,212.68,297.37,510.92,1,5.892,5.892,0,0
1.4066,4.0611e+05,1.7272,721.06,5.77,0,2.7334e+05,88512,-3.5244e+17,211.86,296.8,512.65,1,5.898,5.898,0,0
1.3945,4.0294e+05,1.7356,716.91,5.7015,0,2.7176e+05,87452,-3.6533e+17,211.12,296.28,514.21,1,5.904,5.904,0,0
1.3825,3.9981e+05,1.744,712.79,5.6321,0,2.7019e+05,86412,-3.7797e+17,210.38,295.76,515.75,1,5.91,5.91,0,0
1.3705,3.9669e+05,1.7523,708.68,5.5627,0,2.6863e+05,85372,-3.9062e+17,209.65,295.24,517.29,1,5.916,5.916,0,0
1.3585,3.9356e+05,1.7606,704.57,5.4933,0,2.6707e+05,84332,-4.0326e+17,208.91,294.72,518.83,1,5.922,5.922,0,0
1.3466,3.9044e+05,1.769,700.45,5.4239,0,2.655e+05,83292,-4.1591e+17,208.18,294.2,520.37,1,5.928,5.928,0,0
1.3346,3.8732e+05,1.7773,696.34,5.3545,0,2.6394e+05,82252,-4.2855e+17,207.44,293.68,521.92,1,5.934,5.934,0,0
1.3226,3.8419e+05,1.7856,692.22,5.2851,0,2.6237e+05,81212,-4.4119e+17,206.7,293.16,523.46,1,5.94,5.94,0,0
1.311,3.8116e+05,1.7938,688.19,5.2144,0,2.6084e+05,80210,-4.5338e+17,205.99,292.66,524.95,1,5.946,5.946,0,0
1.3007,3.7846e+05,1.8012,684.45,5.1393,0,2.5944e+05,79345,-4.6389e+17,205.35,292.2,526.3,1,5.952,5.952,0,0
1.2904,3.7576e+05,1.8087,680.7,5.0641,0,2.5804e+05,78481,-4.744e+17,204.71,291.74,527.64,1,5.958,5.958,0,0
1.2802,3.7306e+05,1.8162,676.96,4.989,0,2.5663e+05,77616,-4.8491e+17,204.07,291.29,528.98,1,5.964,5.964,0,0
1.2699,3.7036e+05,1.8236,673.22,4.9138,0,2.5523e+05,76752,-4.9542e+17,203.43,290.83,530.32,1,5.97,5.97,0,0
1.2596,3.6766e+05,1.8311,669.48,4.8387,0,2.5383e+05,75887,-5.0593e+17,202.79,290.37,531.66,1,5.976,5.976,0,0
1.2493,3.6496e+05,1.8386,665.73,4.7635,0,2.5242e+05,75022,-5.1644e+17,202.15,289.92,533,1,5.982,5.982,0,0
1.239,3.6226e+05,1.8461,661.99,4.6884,0,2.5102e+05,74158,-5.2696e+17,201.51,289.46,534.34,1,5.988,5.988,0,0
1.2296,3.5977e+05,1.853,658.48,4.5705,0,2.4971e+05,73377,-5.3646e+17,200.91,289.03,535.58,1,5.994,5.994,0,0
1.2209,3.5748e+05,1.8596,655.18,4.4156,0,2.4848e+05,72667,-5.4508e+17,200.36,288.63,536.71,1,6,6,0,0
